Date_Time	Data_Type	Process	 Fat	 SNF	Density	  Water	LTC	GSS		 
120923081914	D	MS	 4.23	 8.76	30.05	  0	27025	4
120923082114	D	MS	 3.97	 6.66	21.87	 19	27182	4
120923082607	D	MS	 3.95	 8.41	28.88	  0	27150	4
120923082742	D	MS	 4.15	 8.41	28.71	  1	27275	4
120923082903	D	MS	 5.33	 8.69	28.84	  0	27249	4
120923083122	D	MS	 3.74	 8.16	28.06	  3	27250	4
120923083311	D	MS	 3.14	 8.88	31.44	  0	26999	4
120923083910	D	MS	 5.03	 8.48	28.25	  0	27135	4
120923084448	D	MS	 3.66	 7.78	26.61	  7	27104	4
120923084617	D	MS	 3.02	 7.73	26.94	  7	27145	4
120923084740	D	MS	 2.96	 7.53	26.19	  9	27154	4
120923084858	D	MS	 4.41	 8.36	28.30	  1	27228	4
120923090245	D	CLN	 0.34	 2.06	 6.51	 70	26685	4
120923090751	C	25
120923091427	D	CLN	 0.00	 3.66	13.20	 52	26764	3
120923091933	C	25
120923152914	E	MS	CHECK_SAMPLE
120923153009	D	MS	 5.43	 8.08	26.32	  4	27202	4
120923154929	D	MS	 5.04	 8.79	29.49	  0	27287	4
120923155133	D	MS	 6.91	 8.64	27.32	  0	27230	4
120923155419	D	MS	 5.85	 8.03	25.77	  5	27281	4
120923160004	D	MS	 4.89	 9.17	31.13	  0	27319	4
120923160832	D	MS	 4.81	 8.40	28.12	  1	27282	4
120923161115	D	MS	 6.21	 8.53	27.46	  0	27291	4
120923161640	D	MS	 3.64	 8.40	29.10	  0	27240	4
120923162023	D	MS	 4.78	 8.52	28.62	  0	27345	4
120923162849	D	MS	 6.51	 9.28	30.21	  0	27286	4
120923163319	D	MS	 6.02	 8.48	27.42	  0	27238	4
120923163700	D	MS	 3.59	 8.01	27.58	  5	27222	4
120923163954	D	MS	 5.21	 8.36	27.62	  1	27252	4
120923164326	D	MS	 5.71	 8.21	26.60	  3	27205	4
120923164544	D	MS	 4.77	 8.48	28.47	  0	27235	4
120923164705	D	MS	 4.81	 8.34	27.88	  1	27307	4
120923164810	D	MS	 4.88	 8.39	28.02	  1	27395	4
120923165107	D	MS	 4.02	 7.36	24.62	 12	27208	4
120923165242	D	MS	 6.48	 8.80	28.32	  0	27232	4
120923165437	D	MS	 6.35	 8.22	26.11	  3	27258	4
120923165634	D	MS	 4.92	 7.78	25.55	  7	27184	4
120923165855	D	MS	 5.38	 8.78	29.16	  0	27246	4
120923170027	D	MS	 5.61	 8.37	27.33	  1	27341	4
120923170149	D	MS	 5.57	 8.15	26.48	  4	27325	4
120923170259	D	MS	 6.29	 9.01	29.32	  0	27310	4
120923170446	D	MS	 6.64	 8.69	27.74	  0	27242	4
120923170624	D	MS	 4.42	 8.05	27.05	  4	27257	4
120923170735	D	MS	 3.75	 7.36	24.85	 12	27258	4
120923170846	D	MS	 8.17	 9.65	30.30	  0	27299	4
120923171101	D	MS	 5.38	 8.44	27.80	  1	27255	4
120923171224	D	MS	 7.89	 8.24	24.89	  4	27083	4
120923171351	E	MS	TOO_HIGH_FAT/SNF
120923171458	D	MS	 5.34	 8.05	26.27	  5	27373	4
120923171640	E	MS	CHECK_SAMPLE
120923171739	D	MS	 5.78	 8.21	26.54	  3	27473	4
120923171932	D	MS	 5.02	 8.27	27.42	  2	27135	4
120923172121	D	MS	 3.65	 8.22	28.37	  2	27132	4
120923172233	D	MS	 6.91	 8.73	27.68	  0	27123	4
120923172711	D	MS	 5.05	 8.42	28.00	  1	27180	4
120923174736	D	CLN	 0.21	 1.89	 5.94	 72	27015	3
120923175242	C	25
120923175535	D	CLN	 0.00	 5.75	21.56	 28	27054	3
120923180041	C	25
130923064900	D	MS	 2.97	 7.73	26.99	  7	27126	4
130923065128	D	MS	 3.55	 8.27	28.66	  2	27221	4
130923065235	D	MS	 3.51	 8.21	28.45	  2	27288	4
130923065651	D	MS	 4.43	 8.66	29.48	  0	27176	4
130923072247	D	MS	 4.62	 8.84	30.04	  0	27213	4
130923072553	D	MS	 5.30	 9.28	31.23	  0	27252	4
130923072731	D	MS	 5.33	 9.32	31.36	  0	27265	4
130923074031	D	MS	 4.90	 8.57	28.72	  0	27170	4
130923083431	D	CLN	 0.32	 1.89	 5.85	 73	26953	3
130923083937	C	25
130923085045	E	MS	CHECK_SAMPLE
130923090926	D	CLN	 0.00	 4.88	18.08	 38	26788	3
130923091432	C	25
130923155353	D	MS	 6.44	 8.26	26.19	  3	27430	4
130923161254	D	MS	 5.83	 8.47	27.54	  0	27362	4
130923161555	D	MS	 4.29	 8.89	30.52	  0	27451	4
130923161748	D	MS	 3.56	 8.86	31.01	  0	27469	4
130923161958	D	MS	 4.66	 8.36	28.09	  1	27457	4
130923162113	D	MS	 3.92	 8.36	28.71	  1	27409	4
130923162311	D	MS	 5.23	 8.61	28.61	  0	27406	4
130923162502	D	MS	 8.87	 9.09	27.47	  0	27397	4
130923162642	D	MS	 8.19	 9.03	27.80	  0	27356	4
130923163727	D	MS	 4.92	 8.50	28.43	  0	27356	4
130923163914	D	MS	 5.47	 8.02	26.05	  5	27278	4
130923164358	D	MS	 7.36	 8.53	26.50	  0	27277	4
130923164550	D	MS	 4.89	 8.31	27.69	  2	27337	4
130923164704	D	MS	 3.64	 7.96	27.34	  5	27367	4
130923164757	D	MS	 5.38	 8.50	28.04	  0	27419	4
130923165044	D	MS	 5.41	 8.55	28.22	  0	27342	4
130923165148	D	MS	 5.89	 8.36	27.05	  2	27357	4
130923165340	D	MS	 5.04	 8.41	27.97	  1	27376	4
130923165517	D	MS	 4.61	 8.10	27.09	  4	27321	4
130923165628	D	MS	 4.50	 8.14	27.34	  3	27317	4
130923165748	D	MS	 7.25	 9.36	29.91	  0	27379	4
130923165948	D	MS	 5.82	 8.45	27.47	  1	27321	4
130923170112	D	MS	 4.98	 8.13	26.90	  4	27328	4
130923170403	D	MS	 5.36	 8.33	27.38	  2	27314	4
130923170601	D	MS	 5.58	 8.44	27.63	  1	27348	4
130923170747	D	MS	 6.01	 8.76	28.55	  0	27314	4
130923170959	D	MS	 4.13	 8.44	28.85	  0	27274	4
130923171301	D	MS	 5.62	 8.27	26.92	  2	27223	4
130923171718	D	MS	 4.67	 7.34	24.00	 12	27214	4
130923171900	D	MS	 5.50	 8.77	29.02	  0	27301	4
130923172015	D	MS	 6.28	 9.02	29.36	  0	27307	4
130923172216	D	MS	 4.36	 8.06	27.14	  4	27278	4
130923172331	D	MS	 5.63	 8.56	28.07	  0	27315	4
130923172525	D	MS	 5.07	 8.35	27.70	  1	27234	4
130923172659	D	MS	 5.08	 8.36	27.73	  1	27308	4
130923175017	D	CLN	 0.22	 1.93	 6.10	 72	26726	4
130923175523	C	25
130923175802	D	CLN	 0.00	 3.63	13.08	 52	26802	4
130923180308	C	25
140923065607	D	MS	 4.24	 8.67	29.68	  0	27211	4
140923070649	D	MS	 3.21	 8.27	28.94	  2	27184	4
140923070848	D	MS	 4.69	 8.69	29.38	  0	27272	4
140923071333	D	MS	 3.84	 9.01	31.37	  0	27199	4
140923071511	D	MS	 4.07	 8.68	29.86	  0	27297	4
140923071847	D	MS	 5.40	 9.01	30.06	  0	27274	4
140923072528	D	MS	 4.50	 7.94	26.54	  6	27188	4
140923072651	D	MS	 4.17	 8.20	27.86	  3	27258	4
140923074548	D	MS	 5.20	 8.48	28.11	  0	27248	4
140923075058	D	MS	 4.82	 8.62	28.99	  0	27199	4
140923075209	D	MS	 4.55	 8.50	28.74	  0	27265	4
140923075329	D	MS	 5.67	 8.66	28.44	  0	27258	4
140923075447	D	MS	 5.08	 8.75	29.29	  0	27304	4
140923075557	D	MS	 4.25	 8.63	29.51	  0	27321	4
140923075820	D	MS	 4.99	 8.78	29.49	  0	27227	4
140923080143	D	MS	 4.46	 8.32	28.09	  2	27373	4
140923080645	D	MS	 3.44	 7.59	26.03	  9	27219	4
140923080816	D	MS	 2.40	 8.74	31.50	  0	27348	4
140923080928	D	MS	 4.94	 7.99	26.37	  5	27335	4
140923081036	D	MS	 1.44	 5.12	17.83	 35	27292	4
140923081232	D	MS	 5.11	 8.54	28.43	  0	27297	4
140923081848	D	MS	 3.86	 8.25	28.32	  2	27205	4
140923082053	D	MS	 4.38	 8.57	29.16	  0	27088	4
140923082230	D	MS	 4.96	 8.35	27.79	  1	27292	4
140923082326	D	MS	 3.97	 8.10	27.63	  4	27335	4
140923083510	D	CLN	 0.20	 1.82	 5.67	 73	26969	3
140923084016	C	25
140923085710	D	CLN	 0.00	 4.41	16.20	 43	26993	3
140923090216	C	25
140923154812	D	MS	 7.86	 8.58	26.28	  0	27308	4
140923155246	D	MS	 4.06	 8.86	30.59	  0	27347	4
140923160935	D	MS	 5.76	 8.59	28.08	  0	27344	4
140923161217	D	MS	 5.27	 8.74	29.09	  0	27382	4
140923161459	D	MS	 3.93	 8.76	30.30	  0	27405	4
140923161735	D	MS	 4.95	 8.34	27.76	  2	27364	4
140923162052	D	MS	 6.04	 8.19	26.25	  3	27372	4
140923162253	D	MS	 6.02	 8.15	26.10	  4	27418	4
140923162701	D	MS	 5.01	 8.41	27.99	  1	27376	4
140923163024	D	MS	 5.14	 8.06	26.48	  5	27404	4
140923163652	D	MS	 7.06	 8.50	26.63	  1	27301	4
140923163951	D	MS	 4.93	 8.39	27.98	  1	27372	4
140923164146	D	MS	 3.41	 7.99	27.66	  5	27385	4
140923164434	D	MS	 4.01	 8.58	29.51	  0	27340	4
140923164609	D	MS	 5.00	 8.70	29.16	  0	27374	4
140923164750	D	MS	 5.96	 8.42	27.23	  1	27329	4
140923164920	D	MS	 4.86	 8.21	27.32	  3	27332	4
140923165049	D	MS	 5.88	 8.30	26.82	  2	27404	4
140923165259	D	MS	 5.19	 7.24	23.16	 13	27285	4
140923165448	D	MS	 3.74	 7.97	27.30	  5	27353	4
140923165631	D	MS	 6.09	 8.82	28.72	  0	27363	4
140923165922	D	MS	 6.01	 8.81	28.75	  0	27364	4
140923170109	D	MS	 5.96	 8.79	28.71	  0	27393	4
140923170243	D	MS	 4.61	 8.05	26.89	  4	27375	4
140923170455	D	MS	 5.03	 8.57	28.61	  0	27411	4
140923170848	D	MS	 5.06	 8.11	26.75	  4	27266	4
140923171014	D	MS	 3.59	 8.23	28.46	  2	27346	4
140923171224	D	MS	 5.40	 8.62	28.50	  0	27355	4
140923171412	D	MS	 5.36	 8.32	27.34	  2	27350	4
140923171643	D	MS	 4.46	 8.78	29.93	  0	27348	4
140923171826	D	MS	 5.01	 8.20	27.15	  3	27341	4
140923172019	D	MS	 6.52	 8.77	28.16	  0	27348	4
140923172200	E	MS	CHECK_SAMPLE
140923172331	D	MS	 5.71	 8.97	29.64	  0	27249	4
140923173124	D	MS	 5.59	 8.99	29.82	  0	27215	4
140923174952	D	CLN	 0.45	 2.02	 6.26	 71	27129	3
140923175457	C	25
140923181446	D	MS	 0.00	 0.00	 0.00	100	27104	3
140923181642	D	CLN	 0.00	 7.59	28.92	  8	27121	3
140923182148	C	25
150923065223	D	MS	 3.59	 8.25	28.54	  2	27246	4
150923070005	D	MS	 3.78	 8.73	30.30	  0	27211	4
150923070155	D	MS	 7.93	 8.48	25.82	  1	27217	4
150923070330	D	MS	 5.01	 8.80	29.55	  0	27229	4
150923070529	D	MS	 3.02	 7.59	26.38	  9	27164	4
150923070733	D	MS	 5.70	 9.48	31.69	  0	27233	4
150923071535	D	MS	 2.79	 8.70	31.02	  0	27176	4
150923071630	D	MS	 2.92	 7.54	26.27	  9	27063	4
150923071734	D	MS	 2.85	 7.66	26.81	  8	27106	4
150923071847	D	MS	 4.09	 8.65	29.72	  0	27236	4
150923071937	D	MS	 4.04	 8.60	29.57	  0	27355	4
150923072314	D	MS	 3.97	 8.09	27.59	  4	27152	4
150923073550	D	MS	 4.20	 8.57	29.31	  0	27220	4
150923073838	D	MS	 5.39	 7.90	25.63	  6	27165	4
150923073956	D	MS	 1.98	 8.62	31.38	  0	27210	4
150923074137	D	MS	 5.59	 8.05	26.06	  5	27222	4
150923074303	D	MS	 4.57	 8.20	27.52	  3	27207	4
150923074511	D	MS	 4.56	 8.59	29.09	  0	27184	4
150923074730	D	MS	 4.41	 8.65	29.46	  0	27171	4
150923074830	D	MS	 4.37	 8.59	29.25	  0	27312	4
150923074941	D	MS	 4.97	 8.85	29.79	  0	27265	4
150923075111	D	MS	 5.05	 9.04	30.48	  0	27299	4
150923075249	D	MS	 4.67	 8.46	28.48	  0	27289	4
150923075639	D	MS	 5.19	 8.64	28.76	  0	27246	4
150923075824	D	MS	 4.19	 8.34	28.40	  1	27304	4
150923075951	D	MS	 3.90	 8.22	28.16	  2	27284	4
150923080211	D	MS	 4.30	 8.55	29.15	  0	27184	4
150923080405	D	MS	 2.36	 8.76	31.62	  0	27213	4
150923080517	D	MS	 3.58	 8.55	29.75	  0	27185	4
150923081507	D	MS	 5.42	 8.48	27.93	  0	27216	4
150923081649	D	MS	 4.16	 8.19	27.83	  3	27220	4
150923081826	D	MS	 3.71	 7.46	25.28	 10	27195	4
150923082638	D	MS	 3.20	 8.49	29.83	  0	27148	4
150923082845	D	MS	 3.19	 8.45	29.68	  0	27171	4
150923083227	D	MS	 3.33	 6.63	22.28	 19	27142	4
150923083609	D	MS	 4.08	 8.34	28.49	  1	27030	4
150923083723	D	MS	 3.78	 8.04	27.54	  4	27245	4
150923083853	D	MS	 4.51	 8.51	28.81	  0	27122	4
150923084218	D	MS	 4.56	 8.53	28.85	  0	27042	4
150923084349	D	MS	 4.19	 8.39	28.60	  1	27080	4
150923084550	D	MS	 6.81	 8.65	27.44	  0	27096	4
150923085924	D	CLN	 0.38	 1.95	 6.04	 72	27001	3
150923090430	C	25
150923154833	D	MS	 4.94	 8.91	30.05	  0	27311	4
150923155024	D	MS	 8.16	 8.26	24.75	  3	27347	4
150923155209	D	MS	 6.51	 8.90	28.69	  0	27351	4
150923155349	E	MS	TOO_HIGH_FAT/SNF
150923155504	E	MS	TOO_HIGH_FAT/SNF
150923155640	D	MS	 4.46	 8.81	30.05	  0	27370	4
150923155749	D	MS	 5.46	 8.22	26.85	  3	27325	4
150923160433	D	MS	 5.39	 7.05	22.23	 15	27238	4
150923160531	E	MS	CHECK_SAMPLE
150923160941	D	MS	 5.35	 6.99	22.03	 16	27207	4
150923161103	D	MS	 4.92	 8.37	27.91	  1	27429	4
150923161301	D	MS	 6.93	 8.27	25.82	  3	27388	4
150923162202	D	MS	 3.27	 8.00	27.81	  5	27251	4
150923162337	D	MS	 5.99	 8.49	27.49	  0	27362	4
150923162823	D	MS	 5.16	 8.37	27.71	  1	27306	4
150923164033	D	MS	 4.08	 8.64	29.69	  0	27292	4
150923164210	D	MS	 3.91	 8.68	30.00	  0	27333	4
150923164344	D	MS	 4.69	 8.30	27.82	  2	27306	4
150923164546	D	MS	 6.29	 8.56	27.52	  0	27347	4
150923164735	D	MS	 3.87	 8.04	27.47	  4	27274	4
150923164848	D	MS	 3.19	 8.18	28.60	  3	27327	4
150923165131	D	MS	 5.34	 8.82	29.35	  0	27311	4
150923165522	D	MS	 6.51	 9.17	29.77	  0	27287	4
150923165629	D	MS	 6.56	 8.82	28.33	  0	27348	4
150923165741	D	MS	 5.41	 9.16	30.66	  0	27347	4
150923165839	D	MS	 4.80	 8.64	29.09	  0	27391	4
150923165955	D	MS	 4.50	 7.99	26.74	  5	27372	4
150923170142	D	MS	 4.92	 8.28	27.55	  2	27346	4
150923170250	D	MS	 5.96	 7.78	24.67	  8	27263	4
150923170411	D	MS	 4.68	 8.48	28.55	  0	27385	4
150923170506	D	MS	 6.05	 8.46	27.32	  1	27448	4
150923170625	D	MS	 5.74	 8.43	27.46	  1	27354	4
150923170823	D	MS	 4.41	 8.12	27.34	  4	27333	4
150923171006	D	MS	 6.70	 9.00	28.93	  0	27357	4
150923171313	D	MS	 4.91	 8.28	27.56	  2	27300	4
150923171513	D	MS	 4.34	 8.42	28.59	  0	27304	4
150923171914	D	MS	 5.03	 8.42	28.01	  1	27368	4
150923172033	D	MS	 4.97	 8.35	27.79	  1	27478	4
150923172240	D	MS	 4.80	 8.41	28.17	  1	27214	4
150923172348	D	MS	 4.79	 8.25	27.54	  2	27316	4
150923172505	D	MS	 6.80	 8.65	27.45	  0	27264	4
150923172922	D	CLN	 0.41	 2.00	 6.22	 71	27143	3
150923173428	C	25
160923064809	D	MS	 3.63	 8.21	28.35	  2	27206	4
160923065103	D	MS	 4.48	 8.48	28.72	  0	27197	4
160923065302	D	MS	 3.71	 8.68	30.16	  0	27243	4
160923065533	D	MS	 6.04	 9.31	30.73	  0	27241	4
160923070922	E	MS	TOO_HIGH_FAT/SNF
160923071019	D	MS	 4.82	 8.66	29.15	  0	27392	4
160923071647	D	MS	 4.50	 8.74	29.74	  0	27264	4
160923072847	D	MS	 4.81	 8.51	28.56	  0	27252	4
160923073024	D	MS	 5.33	 8.56	28.32	  0	27268	4
160923073226	D	MS	 4.55	 7.77	25.82	  7	27190	4
160923073340	D	MS	 2.03	 8.63	31.37	  0	27294	4
160923073440	D	MS	 2.74	 8.38	29.78	  0	27313	4
160923073539	D	MS	 3.17	 8.22	28.78	  2	27342	4
160923073653	D	MS	 4.05	 7.94	26.92	  5	27258	4
160923074005	D	MS	 3.26	 8.35	29.22	  1	27114	4
160923074324	D	MS	 4.39	 8.87	30.35	  0	27261	4
160923074552	D	MS	 3.91	 8.57	29.56	  0	27284	4
160923074710	D	MS	 4.18	 8.27	28.13	  2	27306	4
160923074923	D	MS	 4.14	 8.30	28.28	  2	27234	4
160923075147	D	MS	 4.58	 8.38	28.23	  1	27314	4
160923075927	D	MS	 4.77	 8.59	28.91	  0	27227	4
160923080114	D	MS	 5.14	 8.53	28.36	  0	27205	4
160923080235	D	MS	 3.39	 7.17	24.39	 13	27226	4
160923080325	D	MS	 3.42	 7.18	24.41	 13	27348	4
160923080437	D	MS	 3.46	 7.23	24.57	 13	27359	4
160923080715	D	MS	 3.52	 7.31	24.84	 12	27291	4
160923080852	D	MS	 4.65	 8.65	29.25	  0	27248	4
160923081100	D	MS	 4.91	 8.57	28.72	  0	27253	4
160923081303	D	MS	 5.47	 8.50	27.97	  0	27288	4
160923081500	D	MS	 4.02	 8.17	27.86	  3	27259	4
160923082211	D	MS	 4.24	 8.51	29.04	  0	27049	4
160923082423	D	MS	 4.62	 8.61	29.12	  0	27230	4
160923082624	D	MS	 4.00	 8.24	28.16	  2	27264	4
160923083249	D	MS	 3.50	 7.41	25.26	 11	27193	4
160923083723	D	MS	 5.84	 8.74	28.61	  0	27027	4
160923084241	D	MS	 3.98	 8.18	27.94	  3	27180	4
160923084428	D	MS	 5.77	 8.65	28.31	  0	27195	4
160923090016	D	CLN	 0.45	 2.00	 6.18	 71	27014	3
160923090521	C	25
160923090829	D	CLN	 0.21	 2.01	 6.42	 71	26722	3
160923091335	C	25
160923154920	D	MS	 5.86	 8.14	26.20	  4	27320	4
160923155630	E	MS	CHECK_SAMPLE
160923155729	D	MS	 5.77	 8.02	25.79	  5	27328	4
160923155903	D	MS	 7.45	 8.10	24.70	  5	27321	4
160923160524	D	MS	 5.37	 8.16	26.69	  4	27283	4
160923161000	D	MS	 4.48	 8.89	30.36	  0	27358	4
160923161127	D	MS	 5.76	 8.44	27.48	  1	27439	4
160923161235	D	MS	 5.16	 8.92	29.91	  0	27462	4
160923161502	D	MS	 6.06	 8.57	27.75	  0	27426	4
160923161903	D	MS	 6.57	 9.19	29.80	  0	27412	4
160923162041	D	MS	 5.86	 8.06	25.88	  5	27470	4
160923162801	D	MS	 4.73	 8.45	28.39	  0	27346	4
160923162918	D	MS	 5.54	 8.60	28.31	  0	27422	4
160923163108	D	MS	 5.64	 8.39	27.38	  1	27407	4
160923163241	D	MS	 3.25	 8.17	28.51	  3	27374	4
160923163450	D	MS	 4.68	 8.64	29.19	  0	27401	4
160923163753	D	MS	 5.46	 9.13	30.49	  0	27333	4
160923164035	D	MS	 3.86	 8.61	29.76	  0	27338	4
160923164209	D	MS	 4.91	 8.54	28.60	  0	27410	4
160923164403	D	MS	 4.65	 8.24	27.61	  2	27315	4
160923164710	D	MS	 4.99	 8.68	29.09	  0	27337	4
160923164917	D	MS	 6.06	 9.07	29.75	  0	27360	4
160923165047	D	MS	 6.50	 9.15	29.70	  0	27393	4
160923165234	D	MS	 5.03	 7.53	24.45	 10	27291	4
160923165405	D	MS	 4.40	 7.98	26.78	  5	27341	4
160923165527	D	MS	 7.85	 7.80	23.17	  8	27332	4
160923165759	D	MS	 4.56	 8.47	28.61	  0	27394	4
160923170040	D	MS	 5.43	 8.44	27.76	  1	27300	4
160923170357	D	MS	 5.23	 8.21	27.01	  3	27274	4
160923170450	D	MS	 7.00	 8.76	27.72	  0	27389	4
160923170716	D	MS	 5.33	 8.29	27.24	  2	27315	4
160923170809	D	MS	 4.55	 7.94	26.50	  6	27397	4
160923171249	D	MS	 4.92	 7.93	26.15	  6	27248	4
160923172554	D	MS	 5.78	 8.60	28.10	  0	27205	4
160923172703	D	MS	 5.73	 8.54	27.91	  0	27339	4
160923172826	D	MS	 2.46	 7.42	26.17	 10	27254	4
160923172951	D	MS	 3.53	 7.85	26.99	  6	27249	4
160923173109	D	MS	 5.15	 8.21	27.07	  3	27359	4
160923173243	D	MS	 6.54	 8.63	27.59	  0	27289	4
160923173401	D	MS	 6.45	 8.56	27.38	  0	27372	4
160923173533	D	MS	 5.06	 8.34	27.67	  2	27225	4
160923175337	D	CLN	 0.33	 1.97	 6.16	 72	27157	3
160923175842	C	25
160923192027	D	CLN	 0.29	 2.01	 6.36	 71	26983	3
160923192532	C	25
160923194106	D	CLN	 0.00	 4.78	17.68	 39	27109	3
160923194611	C	25
170923065753	D	MS	 6.62	 9.35	30.40	  0	27235	4
170923070058	D	MS	 3.62	 8.17	28.20	  3	27222	4
170923071233	D	MS	 4.16	 8.61	29.51	  0	27182	4
170923071515	D	MS	 4.39	 8.72	29.75	  0	27248	4
170923071658	D	MS	 5.97	 9.06	29.79	  0	27241	4
170923071833	D	MS	 3.27	 8.62	30.29	  0	27292	4
170923072208	D	MS	 3.80	 8.13	27.89	  3	27224	4
170923072304	D	MS	 4.49	 8.20	27.59	  3	27238	4
170923072422	D	MS	 3.33	 8.61	30.20	  0	27178	4
170923073939	D	MS	 4.93	 8.59	28.78	  0	27245	4
170923074205	D	MS	 2.85	 8.63	30.69	  0	27206	4
170923074324	D	MS	 3.22	 8.65	30.46	  0	27036	4
170923074806	D	MS	 4.55	 8.33	28.06	  1	27197	4
170923075015	D	MS	 3.30	 7.35	25.19	 11	27169	4
170923075154	D	MS	 4.73	 8.42	28.27	  1	27236	4
170923075340	D	MS	 5.31	 8.50	28.10	  0	27180	4
170923075456	D	MS	 5.10	 8.44	28.04	  1	27240	4
170923075616	D	MS	 4.88	 8.40	28.06	  1	27222	4
170923075737	D	MS	 4.87	 9.05	30.67	  0	27290	4
170923075906	D	MS	 3.88	 8.49	29.26	  0	27313	4
170923075957	D	MS	 3.88	 8.46	29.14	  0	27437	4
170923080524	D	MS	 5.42	 8.83	29.33	  0	27087	4
170923080639	D	MS	 3.98	 8.15	27.82	  3	27174	4
170923080927	D	MS	 4.82	 8.57	28.79	  0	27236	4
170923081405	D	MS	 4.74	 8.75	29.58	  0	27224	4
170923081618	D	MS	 3.28	 8.58	30.12	  0	27023	4
170923081727	D	MS	 3.72	 8.71	30.28	  0	27244	4
170923081848	D	MS	 4.35	 8.19	27.67	  3	27326	4
170923083240	D	MS	 4.06	 8.15	27.75	  3	27244	4
170923083443	D	MS	 4.49	 8.34	28.15	  1	27291	4
170923083613	D	MS	 5.26	 8.62	28.62	  0	27339	4
170923083751	D	MS	 4.43	 8.46	28.68	  0	27168	4
170923083930	D	MS	 3.64	 7.52	25.58	 10	27216	4
170923084030	D	MS	 3.65	 7.52	25.57	 10	27296	4
170923084529	D	MS	 5.31	 8.51	28.14	  0	27263	4
170923084710	D	MS	 3.65	 8.22	28.37	  2	27328	4
170923084816	D	MS	 3.64	 8.19	28.26	  3	27416	4
170923085041	D	MS	 6.59	 9.28	30.14	  0	27135	4
170923091049	D	CLN	 0.41	 2.06	 6.46	 71	26705	4
170923091554	C	25
170923154116	D	MS	 4.73	 8.12	27.07	  4	27373	4
170923154445	D	MS	 4.90	 8.24	27.40	  3	27373	4
170923154638	D	MS	 4.64	 8.90	30.26	  0	27218	4
170923154804	D	MS	 3.41	 8.87	31.18	  0	27394	4
170923154959	D	MS	 8.00	 8.11	24.28	  5	27391	4
170923155538	D	MS	 5.34	 8.26	27.11	  2	27270	4
170923155750	D	MS	 4.38	 8.81	30.12	  0	27360	4
170923160007	D	MS	 5.28	 7.87	25.60	  7	27373	4
170923160452	D	MS	 5.04	 8.66	28.97	  0	27327	4
170923162630	D	MS	 5.08	 8.42	27.97	  1	27284	4
170923162752	D	MS	 4.16	 8.24	28.03	  2	27351	4
170923162902	D	MS	 5.37	 8.45	27.85	  0	27475	4
170923163141	D	MS	 4.93	 8.74	29.38	  0	27365	4
170923163250	D	MS	 7.45	 8.27	25.38	  3	27338	4
170923163406	D	MS	 4.78	 8.69	29.30	  0	27442	4
170923163536	D	MS	 4.70	 8.92	30.29	  0	27267	4
170923163823	D	MS	 5.83	 8.66	28.30	  0	27408	4
170923164428	D	MS	 6.22	 8.30	26.54	  2	27329	4
170923164555	E	MS	TOO_HIGH_FAT/SNF
170923164727	D	MS	 4.84	 8.48	28.41	  0	27495	4
170923165219	D	MS	 6.63	 8.95	28.79	  0	27324	4
170923165621	D	MS	 6.58	 8.86	28.47	  0	27311	4
170923165923	D	MS	 5.47	 8.22	26.85	  3	27312	4
170923170032	D	MS	 5.45	 8.18	26.70	  3	27439	4
170923170134	D	MS	 4.68	 7.88	26.15	  6	27393	4
170923170457	D	MS	 4.52	 7.60	25.16	  9	27268	4
170923170654	E	MS	CHECK_SAMPLE
170923170749	D	MS	 6.22	 8.23	26.26	  3	27712	4
170923170923	D	MS	 6.76	 9.06	29.12	  0	27397	4
170923171059	D	MS	 5.22	 8.18	26.90	  3	27360	4
170923171224	D	MS	 5.52	 8.90	29.52	  0	27389	4
170923171457	D	MS	 4.09	 8.00	27.12	  5	27317	4
170923171943	D	MS	 5.33	 8.42	27.76	  1	27239	4
170923172059	D	MS	 5.22	 8.22	27.06	  3	27365	4
170923172340	D	MS	 4.97	 8.38	27.91	  1	27317	4
170923172905	D	MS	 5.60	 8.48	27.78	  0	27150	4
170923174051	D	MS	 4.74	 8.22	27.46	  3	27293	4
170923174221	D	MS	 3.11	 8.15	28.55	  3	27369	4
170923174414	D	MS	 3.70	 7.69	26.21	  8	27327	4
170923174530	D	MS	 6.68	 8.48	26.87	  1	27384	4
170923174743	D	MS	 5.00	 8.41	28.00	  1	27195	4
170923175038	D	MS	 4.18	 7.25	24.05	 13	27201	4
170923175148	D	MS	 6.44	 8.45	26.95	  1	27233	4
170923180718	D	CLN	 0.47	 2.04	 6.33	 71	27153	3
170923181223	C	25
170923181638	D	CLN	 0.00	 6.34	23.92	 21	27160	3
170923182144	C	25
180923070517	D	MS	 4.00	 8.19	27.96	  3	27206	4
180923070827	D	MS	 4.40	 8.77	29.94	  0	27152	4
180923070939	D	MS	 5.87	 8.68	28.35	  0	27199	4
180923072429	D	MS	 6.87	 9.33	30.11	  0	27237	4
180923072704	D	MS	 2.87	 8.53	30.27	  0	27262	4
180923072939	D	MS	 3.57	 8.54	29.72	  0	27163	4
180923073125	D	MS	 4.03	 8.64	29.73	  0	27253	4
180923073839	D	MS	 3.61	 8.58	29.85	  0	27040	4
180923074019	D	MS	 5.20	 8.42	27.87	  1	27156	4
180923074127	D	MS	 4.55	 8.43	28.46	  0	27235	4
180923074334	D	MS	 3.52	 8.10	28.00	  4	27183	4
