Date_Time	Data_Type	Process	 Fat	 SNF	Density	  Water	LTC	GSS		 
150723073910	D	MS	 3.44	 8.39	29.23	  0	27287	4
150723074232	D	MS	 4.24	 8.34	28.36	  1	27225	4
150723074320	D	MS	 5.42	 8.26	27.05	  3	27362	4
150723074411	D	MS	 3.78	 8.16	28.02	  3	27357	4
150723074511	D	MS	 3.87	 8.03	27.43	  4	27297	4
150723074600	D	MS	 5.10	 8.80	29.48	  0	27382	4
150723074733	D	MS	 4.25	 8.50	28.99	  0	27289	4
150723074905	D	MS	 5.49	 8.24	26.91	  3	27207	4
150723075327	D	MS	 4.00	 8.43	28.92	  0	27326	4
150723075417	D	MS	 3.95	 8.35	28.64	  1	27526	4
150723075526	D	MS	 3.97	 8.32	28.51	  1	27207	4
150723075641	D	MS	 3.99	 8.34	28.57	  1	27268	4
150723075807	D	MS	 4.75	 8.83	29.89	  0	27291	4
150723075955	D	MS	 4.05	 8.54	29.32	  0	27312	4
150723080115	D	MS	 3.37	 7.80	26.93	  7	27326	4
150723080257	D	MS	 4.63	 8.40	28.27	  1	27234	4
150723080408	D	MS	 3.99	 8.45	29.01	  0	27302	4
150723080612	D	MS	 4.01	 8.62	29.67	  0	27286	4
150723080714	D	MS	 2.84	 8.36	29.61	  1	27356	4
150723080824	D	MS	 3.38	 8.34	29.08	  1	27398	4
150723080934	D	MS	 2.95	 7.41	25.72	 11	27404	4
150723081038	D	MS	 3.16	 7.60	26.31	  9	27433	4
150723081126	D	MS	 3.80	 8.21	28.21	  3	27373	4
150723081218	D	MS	 3.79	 7.82	26.66	  7	27322	4
150723081329	D	MS	 3.82	 8.54	29.51	  0	27289	4
150723081502	D	MS	 4.01	 8.74	30.15	  0	27326	4
150723081742	D	MS	 4.25	 8.49	28.95	  0	27160	4
150723081831	D	MS	 3.42	 8.41	29.33	  0	27388	4
150723081957	D	MS	 5.04	 8.56	28.57	  0	27281	4
150723082224	D	MS	 4.37	 8.69	29.65	  0	27169	4
150723082831	D	MS	 0.00	 0.00	 0.00	100	27237	4
150723082913	E	MS	CHECK_SAMPLE-4
150723083005	D	MS	 4.65	 7.80	25.85	  7	27585	4
150723083237	D	MS	 3.23	 7.73	26.77	  7	27109	4
150723083330	D	MS	 4.42	 8.83	30.17	  0	27360	4
150723083705	D	MS	 4.56	 8.99	30.69	  0	27247	4
150723083838	D	MS	 3.87	 8.05	27.51	  4	27144	4
150723084148	D	MS	 4.02	 8.46	29.02	  0	27297	4
150723084752	D	MS	 3.51	 8.30	28.81	  1	27212	4
150723085318	D	MS	 4.12	 8.14	27.66	  3	27154	4
150723085823	D	MS	 4.32	 8.47	28.81	  0	27068	4
150723090832	D	MS	 0.00	 0.00	 0.00	100	26857	3
150723091005	D	CLN	 0.32	 1.80	 5.49	 74	26876	4
150723091511	C	25
150723091928	D	CLN	 0.00	 3.29	11.72	 56	26880	3
150723092434	C	25
150723100617	D	MS	 0.00	 0.00	 0.00	100	26896	3
150723153041	D	MS	 5.38	 8.62	28.52	  0	27253	4
150723154216	D	MS	 5.60	 8.79	29.02	  0	27145	4
150723154354	D	MS	 6.85	 8.43	26.53	  1	27200	4
150723154829	D	MS	 3.68	 8.58	29.79	  0	27077	4
150723160027	E	MS	CHECK_SAMPLE
150723160115	E	MS	CHECK_SAMPLE
150723160158	D	MS	 4.26	 8.68	29.70	  0	27221	4
150723160302	D	MS	 4.99	 8.56	28.61	  0	27392	4
150723160811	D	MS	 4.89	 8.64	29.01	  0	27273	4
150723160859	D	MS	 4.26	 8.22	27.86	  3	27405	4
150723161000	D	MS	 5.71	 8.38	27.28	  1	27390	4
150723161135	D	MS	 6.17	 8.63	27.90	  0	27308	4
150723161246	D	MS	 7.38	 8.85	27.76	  0	27329	4
150723161337	D	MS	 4.58	 7.56	24.95	 10	27332	4
150723162408	D	MS	 4.98	 9.00	30.38	  0	27219	4
150723162739	D	MS	 5.11	 8.75	29.27	  0	27185	4
150723162935	D	MS	 5.07	 8.89	29.86	  0	27273	4
150723163108	D	MS	 5.22	 8.39	27.74	  1	27323	4
150723163223	D	MS	 4.23	 8.74	29.97	  0	27356	4
150723163345	D	MS	 5.50	 8.72	28.82	  0	27378	4
150723163540	D	MS	 5.27	 8.71	28.97	  0	27282	4
150723163716	D	MS	 5.17	 8.64	28.78	  0	27368	4
150723163911	D	MS	 5.42	 8.50	28.01	  0	27316	4
150723164404	D	MS	 5.21	 8.68	28.90	  0	27236	4
150723164704	D	MS	 5.30	 8.84	29.47	  0	27223	4
150723164858	D	MS	 5.84	 8.58	27.97	  0	27270	4
150723165045	D	MS	 4.20	 8.51	29.07	  0	27277	4
150723165152	D	MS	 5.76	 8.49	27.68	  0	27301	4
150723165252	D	MS	 5.98	 9.01	29.58	  0	27389	4
150723165418	D	MS	 5.08	 7.54	24.45	 10	27236	4
150723165635	D	MS	 5.14	 8.92	29.92	  0	27336	4
150723165934	D	MS	 5.81	 8.83	29.00	  0	27251	4
150723170105	D	MS	 6.33	 8.70	28.04	  0	27310	4
150723170226	D	MS	 4.80	 8.47	28.41	  0	27337	4
150723170417	D	MS	 4.79	 8.49	28.50	  0	27287	4
150723170602	D	MS	 5.59	 8.47	27.74	  0	27280	4
150723170735	D	MS	 4.90	 8.59	28.80	  0	27251	4
150723171113	D	MS	 3.60	 8.38	29.06	  1	27214	4
150723171235	D	MS	 4.84	 8.69	29.25	  0	27235	4
150723171456	D	MS	 5.54	 8.92	29.59	  0	27222	4
150723171627	D	MS	 5.16	 8.49	28.19	  0	27280	4
150723171713	D	MS	 4.65	 8.36	28.09	  1	27450	4
150723171812	D	MS	 3.51	 7.91	27.25	  6	27342	4
150723171900	D	MS	 4.87	 8.56	28.71	  0	27431	4
150723171952	D	MS	 5.08	 8.08	26.61	  4	27379	4
150723172051	D	MS	 5.68	 8.85	29.19	  0	27316	4
150723172200	D	MS	 4.49	 8.55	28.99	  0	27311	4
150723172301	D	MS	 4.46	 8.48	28.73	  0	27332	4
150723172412	D	MS	 4.58	 9.01	30.75	  0	27312	4
150723172523	D	MS	 5.01	 8.44	28.11	  0	27252	4
150723172624	D	MS	 4.78	 8.58	28.86	  0	27290	4
150723172736	E	MS	CHECK_SAMPLE
150723172835	D	MS	 5.47	 8.31	27.21	  2	27410	4
150723172932	D	MS	 6.67	 8.78	28.08	  0	27311	4
150723173208	D	MS	 4.10	 8.54	29.28	  0	27173	4
150723173401	D	MS	 4.38	 8.71	29.72	  0	27275	4
150723173552	D	MS	 4.07	 4.61	13.58	 42	27305	4
150723173636	D	MS	 5.26	 5.90	17.74	 28	27492	4
150723173824	D	MS	 4.96	 8.48	28.31	  0	27178	4
150723174002	D	MS	 5.16	 8.58	28.55	  0	27238	4
150723174225	D	MS	 5.07	 8.61	28.74	  0	27127	4
150723174417	D	MS	 3.85	 6.87	22.81	 17	27196	4
150723174648	D	MS	 5.07	 8.58	28.62	  0	27126	4
150723174800	D	MS	 6.60	 8.61	27.46	  0	27144	4
150723180740	D	CLN	 0.45	 2.01	 6.22	 71	27047	3
150723181246	C	25
150723183445	D	MS	 0.00	 0.00	 0.00	100	27032	3
150723183603	D	CLN	 0.33	 1.92	 5.96	 72	27137	3
150723184109	C	25
160723064533	D	MS	 3.24	 8.45	29.64	  0	27163	4
160723065530	D	MS	 3.57	 8.41	29.20	  0	27193	4
160723065958	D	MS	 3.63	 8.53	29.63	  0	27194	4
160723070146	D	MS	 6.14	 8.88	28.92	  0	27202	4
160723070249	D	MS	 5.75	 8.78	28.85	  0	27220	4
160723070518	D	MS	 3.97	 8.47	29.11	  0	27138	4
160723070619	D	MS	 5.77	 8.78	28.83	  0	27187	4
160723070959	D	MS	 5.26	 8.18	26.86	  3	27143	4
160723071122	D	MS	 5.30	 8.20	26.91	  3	27234	4
160723071211	D	MS	 4.83	 8.75	29.50	  0	27283	4
160723071303	D	MS	 4.63	 8.33	27.99	  2	27242	4
160723071443	D	MS	 3.74	 7.60	25.82	  9	27140	4
160723071601	D	MS	 3.56	 8.09	27.93	  4	27238	4
160723071700	D	MS	 3.57	 8.16	28.20	  3	27222	4
160723071748	D	MS	 4.78	 8.87	30.02	  0	27271	4
160723071837	D	MS	 4.79	 8.47	28.42	  0	27238	4
160723071925	E	MS	CHECK_SAMPLE
160723072029	D	MS	 4.37	 8.37	28.37	  1	27344	4
160723072158	D	MS	 3.18	 9.38	33.41	  0	27227	4
160723072328	D	MS	 3.66	 8.35	28.89	  1	27199	4
160723072845	E	MS	CHECK_SAMPLE
160723072928	D	MS	 3.35	 8.00	27.75	  5	27329	4
160723073104	D	MS	 4.15	 7.99	27.03	  5	27168	4
160723073216	D	MS	 3.28	 8.42	29.48	  0	27209	4
160723073400	D	MS	 4.29	 8.47	28.84	  0	27121	4
160723074031	D	MS	 3.68	 8.63	29.99	  0	27158	4
160723074221	D	MS	 4.58	 8.66	29.35	  0	27220	4
160723074324	D	MS	 4.09	 8.20	27.92	  3	27346	4
160723074424	D	MS	 4.80	 7.96	26.37	  5	27291	4
160723074525	D	MS	 4.65	 7.99	26.61	  5	27291	4
160723074637	D	MS	 4.02	 8.22	28.06	  2	27273	4
160723075049	D	MS	 4.49	 8.57	29.07	  0	27170	4
160723075155	D	MS	 4.46	 8.52	28.89	  0	27317	4
160723075257	D	MS	 3.19	 8.52	29.96	  0	27279	4
160723075533	D	MS	 4.14	 8.74	30.04	  0	27252	4
160723075633	D	MS	 2.74	 8.28	29.38	  1	27314	4
160723075733	D	MS	 3.42	 8.45	29.49	  0	27332	4
160723075850	D	MS	 5.12	 8.77	29.34	  0	27251	4
160723080046	D	MS	 5.07	 8.66	28.94	  0	27199	4
160723080347	D	MS	 4.67	 8.66	29.28	  0	27110	4
160723080508	D	MS	 5.01	 8.80	29.55	  0	27202	4
160723080656	D	MS	 4.23	 8.90	30.61	  0	27271	4
160723080745	D	MS	 3.68	 7.93	27.19	  5	27270	4
160723080902	D	MS	 4.74	 8.59	28.94	  0	27235	4
160723081050	D	MS	 4.32	 8.47	28.81	  0	27220	4
160723081430	D	MS	 3.81	 8.44	29.12	  0	27147	4
160723081614	D	MS	 3.97	 8.16	27.87	  3	27184	4
160723081856	D	MS	 3.83	 8.41	28.98	  0	27207	4
160723082042	D	MS	 4.34	 9.01	30.95	  0	27260	4
160723082232	D	MS	 3.96	 8.12	27.71	  4	27190	4
160723082415	D	MS	 4.00	 8.18	27.92	  3	27238	4
160723082651	D	MS	 2.21	 6.94	24.46	 16	27105	4
160723082851	D	MS	 3.16	 7.82	27.19	  6	27248	4
160723083011	D	MS	 4.18	 8.79	30.21	  0	27243	4
160723083122	D	MS	 5.61	 8.29	27.01	  2	27253	4
160723083235	D	MS	 5.73	 8.40	27.35	  1	27340	4
160723083327	D	MS	 5.67	 8.37	27.28	  1	27457	4
160723084029	D	MS	 4.67	 8.67	29.32	  0	27235	4
160723084947	D	MS	 4.67	 8.66	29.28	  0	27221	4
160723085208	D	MS	 3.17	 8.45	29.70	  0	27251	4
160723085333	D	MS	 3.89	 7.76	26.33	  7	27200	4
160723085518	D	MS	 3.93	 7.84	26.62	  6	27235	4
160723085558	D	MS	 3.85	 7.73	26.25	  8	27452	4
160723093902	D	CLN	 0.24	 1.83	 5.68	 73	26951	3
160723094407	C	25
160723095705	D	CLN	 0.00	 6.69	25.32	 18	26985	3
160723100210	C	25
160723152554	D	MS	 5.28	 8.43	27.84	  1	27183	4
160723152949	D	MS	 4.81	 8.51	28.56	  0	27242	4
160723153126	D	MS	 4.13	 8.22	27.97	  3	27216	4
160723153508	D	MS	 4.62	 8.51	28.72	  0	27189	4
160723154010	D	MS	 5.08	 8.64	28.85	  0	27275	4
160723154157	D	MS	 5.05	 8.61	28.76	  0	27329	4
160723154837	D	MS	 4.49	 8.42	28.47	  1	27204	4
160723155503	D	MS	 5.77	 8.81	28.95	  0	27212	4
160723155719	D	MS	 5.71	 8.73	28.68	  0	27237	4
160723155842	D	MS	 5.60	 8.66	28.50	  0	27279	4
160723155947	D	MS	 4.12	 8.42	28.78	  0	27344	4
160723160310	D	MS	 4.72	 8.95	30.40	  0	27252	4
160723160400	D	MS	 4.97	 7.72	25.27	  8	27269	4
160723160946	D	MS	 5.58	 8.44	27.63	  1	27199	4
160723161052	D	MS	 5.08	 8.62	28.77	  0	27321	4
160723161238	D	MS	 5.60	 8.79	29.02	  0	27290	4
160723161401	D	MS	 5.61	 8.79	29.01	  0	27335	4
160723161739	D	MS	 5.05	 8.83	29.64	  0	27207	4
160723161857	D	MS	 4.83	 8.61	28.94	  0	27204	4
160723162011	D	MS	 3.53	 8.52	29.67	  0	27281	4
160723162116	D	MS	 4.14	 8.19	27.84	  3	27269	4
160723162217	D	MS	 4.57	 8.58	29.04	  0	27315	4
160723162442	D	MS	 4.80	 8.23	27.45	  3	27179	4
160723162608	D	MS	 4.91	 8.44	28.20	  0	27277	4
160723162702	D	MS	 5.09	 8.58	28.60	  0	27380	4
160723163051	D	MS	 6.04	 9.08	29.81	  0	27231	4
160723163226	D	MS	 4.26	 8.81	30.22	  0	27298	4
160723163619	D	MS	 3.89	 7.52	25.37	 10	27152	4
160723163758	D	MS	 4.27	 8.16	27.61	  3	27224	4
160723163852	D	MS	 4.44	 8.41	28.47	  1	27322	4
160723164040	D	MS	 4.70	 8.87	30.09	  0	27192	4
160723164130	D	MS	 5.91	 8.92	29.28	  0	27341	4
160723164259	D	MS	 5.70	 8.80	28.97	  0	27263	4
160723164353	D	MS	 4.41	 8.44	28.62	  0	27282	4
160723164508	D	MS	 5.17	 9.02	30.30	  0	27254	4
160723164636	D	MS	 3.80	 8.27	28.45	  2	27270	4
160723164727	D	MS	 5.46	 8.67	28.65	  0	27325	4
160723164845	D	MS	 4.91	 8.73	29.36	  0	27235	4
160723165014	D	MS	 5.82	 8.58	27.99	  0	27221	4
160723165112	D	MS	 5.30	 8.48	28.03	  0	27209	4
160723165234	D	MS	 4.44	 8.23	27.75	  3	27304	4
160723165333	D	MS	 5.53	 8.48	27.83	  0	27357	4
160723165434	D	MS	 4.01	 8.67	29.87	  0	27273	4
160723165608	D	MS	 5.07	 8.87	29.78	  0	27302	4
160723165713	D	MS	 4.64	 8.50	28.66	  0	27267	4
160723165826	D	MS	 6.23	 8.63	27.85	  0	27305	4
160723170004	D	MS	 4.42	 8.49	28.81	  0	27253	4
160723170145	D	MS	 5.13	 8.40	27.85	  1	27217	4
160723170258	D	MS	 4.00	 8.38	28.72	  1	27204	4
160723170409	D	MS	 5.12	 8.39	27.82	  1	27253	4
160723170531	D	MS	 3.55	 6.70	22.38	 19	27135	4
160723170906	D	MS	 4.15	 8.16	27.71	  3	27182	4
160723171052	D	MS	 3.47	 7.01	23.69	 15	27140	4
160723171541	D	MS	 5.65	 8.64	28.37	  0	27144	4
160723171903	D	MS	 4.47	 8.65	29.41	  0	27202	4
160723172331	E	MS	TOO_HIGH_FAT/SNF
160723172418	D	MS	 4.96	 8.24	27.35	  3	27369	4
160723172746	D	MS	 4.29	 8.20	27.76	  3	27089	4
160723172946	D	MS	 4.76	 8.48	28.48	  0	27060	4
160723173032	D	MS	 4.68	 8.39	28.19	  1	27258	4
160723173138	D	MS	 4.74	 8.46	28.42	  0	27269	4
160723173232	D	MS	 5.37	 8.57	28.33	  0	27284	4
160723173329	D	MS	 6.02	 8.69	28.26	  0	27109	4
160723173450	D	MS	 4.88	 8.46	28.30	  0	27090	4
160723185704	D	CLN	 0.30	 2.03	 6.43	 71	26877	3
160723190210	C	25
160723190815	D	CLN	 0.05	 2.93	10.24	 60	27003	3
160723191321	C	25
170723071811	D	MS	 3.37	 8.45	29.53	  0	27110	4
170723072019	D	MS	 4.99	 8.16	27.01	  3	27157	4
170723072141	E	MS	TOO_HIGH_FAT/SNF
170723072241	D	MS	 6.22	 8.66	27.98	  0	27317	4
170723072352	D	MS	 5.02	 8.80	29.54	  0	27281	4
170723072622	D	MS	 4.30	 8.17	27.63	  3	27156	4
170723072748	D	MS	 4.42	 8.59	29.21	  0	27174	4
170723072947	D	MS	 4.60	 8.43	28.42	  0	27150	4
170723073234	D	MS	 2.76	 8.29	29.40	  1	27255	4
170723073346	D	MS	 3.42	 8.21	28.53	  2	27211	4
170723073645	D	MS	 5.25	 9.07	30.43	  0	27234	4
170723073904	D	MS	 4.64	 8.25	27.66	  2	27166	4
170723073954	D	MS	 5.16	 8.97	30.11	  0	27334	4
170723074631	D	MS	 4.78	 8.12	27.02	  4	27127	4
170723074750	D	MS	 4.79	 8.90	30.14	  0	27156	4
170723074914	D	MS	 4.06	 8.49	29.11	  0	27167	4
170723075013	D	MS	 4.59	 8.74	29.66	  0	27214	4
170723075146	D	MS	 4.36	 8.45	28.70	  0	27211	4
170723075244	D	MS	 5.56	 7.89	25.45	  6	27231	4
170723075422	D	MS	 5.60	 7.98	25.78	  6	27236	4
170723075544	D	MS	 3.94	 8.64	29.81	  0	27251	4
170723075711	D	MS	 3.83	 8.00	27.34	  5	27111	4
170723075918	D	MS	 5.04	 8.99	30.29	  0	27189	4
170723080145	D	MS	 4.18	 8.62	29.53	  0	27211	4
170723080415	D	MS	 4.47	 8.80	30.01	  0	27280	4
170723080552	D	MS	 3.98	 8.37	28.70	  1	27281	4
170723080706	D	MS	 4.82	 7.82	25.79	  7	27225	4
170723080828	D	MS	 2.01	 7.42	26.55	 10	27196	4
170723080933	D	MS	 3.67	 8.35	28.88	  1	27227	4
170723081031	D	MS	 3.89	 8.79	30.45	  0	27267	4
170723081135	D	MS	 4.12	 8.21	27.94	  3	27264	4
170723081241	D	MS	 3.79	 7.92	27.06	  6	27261	4
170723081339	D	MS	 3.74	 7.94	27.18	  5	27253	4
170723081610	D	MS	 4.29	 8.21	27.80	  3	27156	4
170723081852	D	MS	 4.22	 8.32	28.30	  1	27233	4
170723082044	D	MS	 3.70	 8.65	30.05	  0	27187	4
170723082155	D	MS	 2.68	 8.41	29.95	  0	27201	4
170723082311	D	MS	 3.29	 8.40	29.40	  0	27173	4
170723082404	D	MS	 4.16	 8.24	28.03	  2	27235	4
170723082536	D	MS	 3.71	 8.65	30.04	  0	27212	4
170723082749	D	MS	 4.32	 8.51	28.97	  0	27092	4
170723082856	D	MS	 2.30	 8.26	29.67	  1	27048	4
170723082948	D	MS	 2.81	 8.27	29.28	  2	27138	4
170723083050	D	MS	 3.27	 8.31	29.05	  1	27127	4
170723083143	D	MS	 4.14	 8.30	28.28	  2	27089	4
170723083329	D	MS	 4.98	 8.81	29.62	  0	27128	4
170723083643	D	MS	 4.86	 8.63	29.00	  0	27106	4
170723083857	D	MS	 4.76	 8.37	28.04	  1	27127	4
170723083957	D	MS	 3.22	 8.15	28.46	  3	27335	4
170723084111	D	MS	 3.95	 8.24	28.20	  2	27088	4
170723084200	D	MS	 3.76	 8.28	28.52	  2	27248	4
170723084924	D	MS	 6.20	 8.29	26.51	  2	27157	4
170723085059	D	MS	 5.51	 8.17	26.61	  3	27189	4
170723085212	D	MS	 5.57	 8.21	26.72	  3	27279	4
170723085648	D	MS	 5.34	 8.92	29.75	  0	27109	4
170723085829	D	MS	 4.47	 8.89	30.37	  0	27240	4
170723090650	D	MS	 4.01	 7.99	27.15	  5	27119	4
170723101842	D	CLN	 0.50	 2.07	 6.42	 70	26659	4
170723102348	C	25
170723102739	D	MS	 0.00	 0.00	 0.00	100	26696	4
170723102825	D	CLN	 0.76	 2.35	 7.32	 67	26901	4
170723103331	C	25
170723154435	D	MS	 3.36	 7.85	27.14	  6	27122	4
170723155942	D	MS	 5.00	 8.49	28.32	  0	27278	4
170723160103	D	MS	 7.11	 9.00	28.59	  0	27217	4
170723160316	D	MS	 4.94	 8.42	28.09	  1	27161	4
170723161234	D	MS	 5.67	 8.78	28.92	  0	27245	4
170723161424	D	MS	 4.81	 7.84	25.88	  7	27228	4
170723161931	D	MS	 5.01	 8.42	28.03	  1	27132	4
170723162202	D	MS	 4.03	 8.68	29.89	  0	27243	4
170723162416	D	MS	 5.94	 8.82	28.85	  0	27239	4
170723162601	D	MS	 6.40	 8.58	27.50	  0	27222	4
170723162744	D	MS	 5.05	 8.66	28.96	  0	27256	4
170723163101	E	MS	CHECK_SAMPLE
170723163144	D	MS	 6.81	 8.09	25.20	  5	27421	4
170723163255	D	MS	 4.02	 8.65	29.78	  0	27353	4
170723163409	D	MS	 5.67	 8.63	28.32	  0	27259	4
170723163551	D	MS	 4.49	 8.27	27.87	  2	27251	4
170723163649	D	MS	 4.93	 8.71	29.26	  0	27311	4
170723163753	D	MS	 6.25	 9.08	29.63	  0	27406	4
170723163954	D	MS	 4.40	 8.45	28.66	  0	27299	4
170723164100	D	MS	 5.25	 7.86	25.59	  7	27373	4
170723164231	D	MS	 5.27	 7.57	24.41	 10	27239	4
170723164421	D	MS	 5.05	 8.55	28.52	  0	27228	4
170723164603	D	MS	 5.12	 8.73	29.18	  0	27253	4
170723164718	D	MS	 5.08	 8.34	27.65	  2	27321	4
170723164840	D	MS	 6.15	 9.00	29.39	  0	27318	4
170723165006	D	MS	 5.22	 8.55	28.38	  0	27320	4
170723165141	D	MS	 4.88	 8.44	28.22	  0	27289	4
170723165246	D	MS	 5.10	 8.30	27.48	  2	27370	4
170723165431	D	MS	 4.80	 8.83	29.85	  0	27309	4
170723165546	D	MS	 5.34	 8.73	28.99	  0	27366	4
170723165658	D	MS	 4.95	 8.24	27.36	  3	27444	4
170723165805	D	MS	 5.09	 8.26	27.32	  2	27483	4
170723170005	D	MS	 6.07	 8.98	29.38	  0	27315	4
170723170417	E	MS	TOO_HIGH_FAT/SNF
170723170525	D	MS	 4.63	 8.32	27.95	  2	27421	4
170723170615	D	MS	 4.56	 8.79	29.89	  0	27354	4
170723170758	D	MS	 5.36	 8.63	28.58	  0	27355	4
170723170934	D	MS	 4.32	 8.38	28.45	  1	27312	4
170723171030	D	MS	 4.90	 8.44	28.20	  0	27275	4
170723171245	E	MS	TOO_HIGH_FAT/SNF
170723171342	D	MS	 6.20	 8.79	28.51	  0	27413	4
170723171526	D	MS	 3.53	 8.74	30.55	  0	27337	4
170723171657	D	MS	 4.22	 8.46	28.86	  0	27320	4
170723171903	D	MS	 5.21	 8.36	27.62	  1	27271	4
170723171959	D	MS	 6.09	 8.24	26.40	  3	27356	4
170723172219	D	MS	 5.17	 8.54	28.38	  0	27258	4
170723172417	D	MS	 4.75	 8.18	27.29	  3	27160	4
170723172609	D	MS	 6.07	 8.78	28.58	  0	27218	4
170723172836	D	MS	 6.03	 8.30	26.69	  2	27236	4
170723173015	D	MS	 5.78	 8.33	27.02	  2	27282	4
170723173222	D	MS	 4.23	 8.41	28.65	  1	27160	4
170723173356	D	MS	 4.27	 8.49	28.93	  0	27323	4
170723173504	E	MS	CHECK_SAMPLE
170723173551	D	MS	 4.79	 8.50	28.54	  0	27172	4
170723173823	E	MS	CHECK_SAMPLE
170723173903	D	MS	 7.12	 8.73	27.50	  0	27488	4
170723174041	D	MS	 5.67	 8.51	27.84	  0	27248	4
170723174241	D	MS	 5.10	 9.03	30.40	  0	27200	4
170723174420	D	MS	 5.74	 8.91	29.38	  0	27242	4
170723174537	D	MS	 5.84	 8.60	28.05	  0	27240	4
170723174726	D	MS	 3.34	 7.40	25.35	 11	27092	4
170723175023	D	MS	 5.18	 8.18	26.93	  3	27245	4
170723175300	D	MS	 4.96	 8.85	29.79	  0	27220	4
170723175543	D	MS	 5.07	 8.55	28.50	  0	27132	4
170723175729	D	MS	 6.61	 8.70	27.81	  0	27138	4
170723180805	D	MS	 4.85	 8.43	28.21	  1	27140	4
170723181844	D	CLN	 0.50	 2.13	 6.66	 70	26867	3
170723182350	C	25
170723182701	D	CLN	 0.00	 4.08	14.88	 47	26903	3
170723183206	C	25
180723064545	D	MS	 3.34	 8.24	28.71	  2	27111	4
180723064725	D	MS	 5.22	 8.71	29.02	  0	27147	4
180723064844	D	MS	 4.66	 8.69	29.41	  0	27219	4
180723064958	D	MS	 2.65	 8.19	29.09	  2	27095	4
180723065145	D	MS	 3.39	 8.40	29.31	  0	27190	4
180723070114	D	MS	 6.00	 8.52	27.60	  0	27090	4
180723070306	D	MS	 3.66	 8.79	30.65	  0	27117	4
180723070827	D	MS	 4.87	 7.94	26.23	  6	27127	4
180723070930	D	MS	 3.95	 8.36	28.68	  1	27231	4
180723071119	D	MS	 3.15	 8.35	29.31	  1	27188	4
180723071538	D	MS	 5.32	 8.27	27.17	  2	27200	4
180723071744	D	MS	 3.92	 8.21	28.11	  3	27222	4
180723072420	D	MS	 4.62	 8.47	28.56	  0	27190	4
180723073134	D	MS	 5.17	 8.08	26.54	  4	27188	4
180723073406	D	MS	 3.01	 8.40	29.63	  0	27169	4
180723074405	D	MS	 4.64	 9.11	31.10	  0	27252	4
180723074758	D	MS	 5.08	 8.83	29.61	  0	27229	4
180723074932	D	MS	 4.19	 8.21	27.88	  3	27249	4
180723075139	D	MS	 3.76	 8.41	29.04	  0	27251	4
180723075234	D	MS	 4.29	 8.63	29.48	  0	27289	4
180723075337	D	MS	 4.62	 8.90	30.28	  0	27269	4
180723075446	D	MS	 4.38	 8.60	29.28	  0	27257	4
180723075604	D	MS	 4.96	 8.91	30.03	  0	27307	4
180723075700	D	MS	 4.21	 7.90	26.62	  6	27261	4
180723075757	D	MS	 4.75	 7.57	24.85	 10	27215	4
180723075858	D	MS	 4.52	 8.47	28.64	  0	27264	4
180723080135	D	MS	 3.73	 8.50	29.43	  0	27253	4
180723080431	D	MS	 5.06	 8.85	29.71	  0	27228	4
180723080533	D	MS	 3.99	 8.09	27.57	  4	27171	4
180723080726	D	MS	 5.08	 8.52	28.37	  0	27196	4
180723081000	D	MS	 4.21	 8.63	29.54	  0	27123	4
180723081127	D	MS	 4.46	 8.37	28.29	  1	27229	4
180723081225	D	MS	 3.41	 7.80	26.90	  7	27315	4
180723081400	D	MS	 3.86	 8.49	29.28	  0	27181	4
180723081522	D	MS	 4.30	 8.51	28.99	  0	27214	4
180723081613	D	MS	 2.27	 8.19	29.41	  2	27182	4
180723081728	D	MS	 4.36	 8.24	27.86	  2	27024	4
180723081836	D	MS	 3.72	 8.06	27.68	  4	27212	4
180723081938	D	MS	 3.87	 8.17	27.99	  3	27355	4
180723082029	E	MS	CHECK_SAMPLE
180723082126	D	MS	 4.21	 8.53	29.14	  0	27408	4
180723082527	D	MS	 3.92	 8.92	30.95	  0	27260	4
180723082631	D	MS	 3.88	 8.86	30.74	  0	27379	4
180723082720	D	MS	 4.03	 8.20	27.97	  3	27379	4
180723082850	D	MS	 3.97	 8.32	28.51	  1	27323	4
180723083342	D	MS	 4.58	 8.56	28.95	  0	27152	4
180723083502	D	MS	 4.56	 8.21	27.57	  3	27206	4
180723083838	D	MS	 5.05	 8.52	28.40	  0	27159	4
180723084547	D	MS	 4.21	 8.58	29.34	  0	27306	4
180723085206	D	MS	 3.44	 8.52	29.75	  0	27282	4
180723085421	D	MS	 4.99	 8.50	28.37	  0	27074	4
180723085635	D	MS	 3.27	 8.05	28.01	  4	27219	4
180723085820	D	MS	 4.57	 7.81	25.96	  7	27214	4
180723085922	D	MS	 4.22	 8.34	28.38	  1	27175	4
180723092417	D	MS	 0.00	 0.00	 0.00	100	26709	4
180723092540	D	CLN	 0.25	 1.82	 5.63	 73	26703	4
180723093046	C	25
180723124646	D	MS	 4.18	 8.45	28.85	  0	27279	4
180723124757	D	MS	 6.23	 8.84	28.69	  0	27324	4
180723124954	D	CAL	 4.30	 8.49	28.91	  0	27339	4
180723125103	D	CAL	 6.27	 8.88	28.81	  0	27389	4
180723130411	S	SLOPE_FAT	1	+1.00	+1.00	M	nayanmanid
180723130411	S	INTERCEPT_FAT	1	-0.66	-0.59	M	nayanmanid
180723130411	S	SLOPE_SNF	1	+0.94	+0.94	M	nayanmanid
